33.8	15.3	29.2	25.2
46.1	11.8	29.2	25.6
2.5	18.7	29.1	26.2
33.3	20.6	28.5	25.5
0.0	16.9	27.8	25.1
0.0	21.3	28.2	24.7
0.0	23.4	29.3	25.2
1.5	22.8	29.7	24.9
1.3	11.0	29.3	25.7
0.0	18.9	29.1	26.0
0.0	21.5	30.6	25.9
0.0	14.5	28.8	26.1
0.0	19.7	29.5	25.6
0.0	22.6	30.0	26.0
0.0	21.3	30.1	25.8
30.7	18.9	28.6	25.2
54.1	20.6	28.4	25.5
35.3	17.7	27.3	25.4
0.0	17.3	28.1	25.1
0.0	16.5	28.6	24.9
0.0	21.3	29.5	25.6
0.0	24.3	29.7	25.3
0.0	22.4	29.9	24.7
0.0	22.9	29.7	25.0
0.0	19.9	29.9	25.3
0.0	23.0	30.2	25.7
0.0	21.5	30.5	25.6
0.0	21.9	30.2	25.9
2.3	18.8	28.7	26.1
15.2	15.5	29.6	26.3
34.2	21.6	28.4	25.8
24.6	20.4	28.6	25.5
43.9	20.5	29.4	25.3
19.0	16.3	28.9	25.1
7.6	15.1	28.6	25.3
14.7	17.6	29.0	25.8
0.2	17.6	28.5	25.9
7.4	17.9	29.5	26.2
1.3	21.2	30.5	26.1
0.2	22.4	30.0	25.7
0.2	20.8	28.9	25.8
16.5	21.2	28.9	25.3
1.5	17.3	28.2	25.2
1.0	18.8	30.1	25.7
0.0	18.9	30.0	25.3
0.0	23.2	30.1	25.3
0.0	23.2	30.2	24.9
4.6	20.5	29.9	25.2
0.0	17.6	29.3	26.7
12.7	16.3	28.6	26.3
7.4	19.5	30.0	26.2
13.7	19.8	28.1	26.1
39.1	12.5	29.3	26.1
14.5	12.1	29.3	26.0
7.6	19.3	29.5	26.4
0.5	21.1	30.4	26.4
0.0	22.5	30.3	25.3
0.0	22.3	29.7	24.6
1.3	17.7	28.9	25.9
7.4	19.4	29.3	25.3
0.0	21.2	29.2	25.6
0.0	16.9	29.1	26.6
0.0	19.9	29.3	26.3
5.3	21.5	30.0	26.4
0.0	22.9	30.5	25.8
14.7	20.3	28.0	25.6
8.6	18.5	28.7	25.6
0.0	22.4	30.3	25.5
0.0	19.8	29.8	25.4
0.8	15.5	28.6	26.1
0.0	17.2	29.4	26.2
26.4	22.1	29.3	26.0
31.0	20.6	29.1	25.7
21.8	18.3	29.4	25.3
0.3	16.4	28.8	25.9
0.0	17.5	28.1	25.6
0.0	19.3	29.2	26.0
0.0	22.2	30.0	25.8
0.0	20.8	29.6	25.7
13.5	16.6	28.1	25.6
0.0	15.9	28.3	25.5
23.4	14.5	27.9	25.8
90.7	8.0	27.3	25.0
7.1	14.1	27.7	25.0
0.0	19.4	28.4	25.3
0.0	19.5	29.4	25.5
0.0	21.3	29.6	25.7
33.0	12.4	27.8	25.1
15.2	14.3	28.7	25.0
1.5	21.9	29.2	25.8
4.6	15.3	28.7	26.1
19.6	16.8	28.2	26.0
0.5	20.0	28.2	25.5
10.2	22.4	28.8	25.9
26.2	17.0	28.3	25.9
0.0	17.2	29.0	25.7
10.4	16.1	28.3	25.8
115.8	11.6	27.5	25.5
60.2	18.4	28.5	25.2
0.0	16.5	28.7	25.3
0.0	19.4	29.2	25.8
0.0	18.2	28.0	25.0
5.1	21.5	28.3	24.6
1.5	20.0	28.4	24.5
34.5	17.9	28.6	24.7
54.4	11.5	28.2	25.3
6.9	16.0	28.3	25.8
49.2	14.8	27.4	24.9
6.1	16.8	27.8	24.4
20.6	13.7	26.6	24.8
33.3	13.2	27.8	24.7
27.4	15.4	26.9	25.0
8.6	15.0	27.9	25.2
34.0	14.9	29.0	25.5
1.8	19.3	29.3	25.3
0.0	18.3	29.0	24.9
0.0	19.8	29.8	25.4
15.8	17.4	28.9	25.6
1.0	18.3	29.4	25.6
0.0	19.4	28.8	25.4
1.8	14.8	28.8	25.3
2.8	11.4	28.6	25.5
0.0	18.9	28.5	25.4
0.0	20.2	29.2	25.4
0.0	18.0	29.3	26.0
0.0	20.7	28.9	25.0
1.5	18.1	29.1	24.4
22.8	17.5	28.7	25.4
72.4	9.1	26.8	24.7
105.2	3.4	27.0	24.3
18.5	10.8	26.1	24.1
37.6	15.5	26.1	24.3
5.1	17.3	26.0	23.5
7.6	11.3	26.4	23.1
37.8	13.4	26.4	23.7
12.2	13.9	27.7	23.8
1.5	12.7	27.4	24.8
8.9	16.7	27.2	24.6
1.5	8.9	26.9	24.8
21.1	14.5	27.0	24.4
41.7	2.0	27.0	24.4
10.9	16.3	27.2	24.0
8.4	21.2	27.6	24.2
10.4	18.2	27.6	24.3
3.3	18.2	27.3	24.4
4.1	20.6	27.3	23.7
0.8	15.9	27.2	24.1
5.8	15.5	27.1	24.1
20.3	15.6	27.3	24.2
44.2	10.4	27.4	24.0
53.3	20.1	27.1	23.8
37.1	13.1	27.1	23.3
5.3	20.3	27.1	22.9
11.4	23.7	27.2	23.2
2.0	16.3	27.4	23.7
0.0	19.9	27.4	23.9
8.6	15.0	27.6	24.3
5.8	14.9	27.6	23.8
5.1	12.7	26.9	24.1
5.6	14.8	27.6	24.1
20.8	7.9	27.4	24.0
27.6	8.4	26.8	24.1
4.8	11.0	27.1	24.4
0.0	19.0	28.2	24.4
12.4	13.4	27.2	24.5
53.3	9.3	26.6	23.8
44.2	8.7	26.6	23.7
73.2	12.9	26.2	23.5
27.4	9.5	27.2	23.2
2.0	18.9	27.8	24.3
0.0	19.7	27.9	24.4
0.0	18.4	28.0	24.1
0.0	22.6	28.0	24.1
2.3	19.4	27.5	24.2
1.8	18.5	26.5	24.2
1.3	16.8	27.2	23.7
0.0	17.4	26.7	23.6
1.5	12.4	26.8	23.3
0.0	15.9	27.0	23.3
11.2	13.8	27.5	23.6
8.4	15.8	27.3	24.0
7.4	13.9	27.5	23.6
1.0	16.6	27.8	23.7
5.3	15.9	27.9	24.2
11.2	20.8	28.3	24.2
3.8	17.3	27.6	24.1
17.3	15.2	27.7	23.8
1.0	17.3	27.6	24.1
0.0	15.2	28.1	24.6
0.0	22.7	28.3	23.7
0.0	22.1	28.5	23.6
1.5	19.9	28.7	23.8
19.8	12.9	28.3	24.6
0.5	21.0	28.7	24.1
1.0	21.9	28.1	23.9
3.1	17.3	27.9	23.5
0.0	18.9	28.1	23.8
0.0	19.2	27.9	23.8
0.0	16.8	28.5	23.8
2.8	19.6	28.5	24.2
19.8	19.0	28.1	24.2
13.2	14.0	27.4	23.9
0.0	19.2	28.0	24.0
0.0	21.2	28.3	23.8
7.6	16.5	28.0	23.1
0.0	20.9	27.6	22.4
0.0	21.1	27.8	22.7
0.0	24.2	28.0	22.8
0.0	21.0	28.2	22.6
16.8	16.5	27.8	24.0
0.0	10.6	26.8	24.4
0.0	15.0	28.4	24.2
0.0	21.0	29.1	24.6
0.0	20.6	28.8	24.1
0.0	22.4	28.8	24.2
0.0	21.3	29.0	23.8
0.0	21.1	28.6	24.1
0.0	23.5	28.7	24.0
0.8	23.3	28.6	23.9
2.5	17.8	28.1	24.0
0.0	15.5	28.2	23.6
0.0	20.5	28.7	24.5
0.0	23.4	29.0	24.0
0.0	23.4	29.5	23.7
3.6	17.4	29.3	24.5
5.1	17.9	29.2	25.1
0.0	18.1	29.0	25.2
12.2	15.3	28.9	24.5
22.6	16.8	28.5	24.1
17.8	10.7	27.9	24.3
14.5	19.6	28.6	24.2
0.0	21.1	28.5	24.5
0.5	20.9	28.9	24.1
0.0	16.7	28.8	24.5
31.5	16.0	29.1	24.6
7.4	5.7	28.7	25.0
31.0	14.0	28.2	24.9
72.4	10.8	26.6	24.6
9.4	18.7	27.9	24.6
12.7	16.8	28.5	24.3
2.3	20.0	28.8	24.0
0.0	23.0	29.1	24.5
0.8	20.0	28.5	24.8
8.6	11.8	28.8	24.8
15.1	10.2	27.6	24.9
0.8	20.6	28.9	24.5
0.0	20.4	29.0	24.9
0.0	25.4	29.2	24.6
0.0	20.0	29.0	24.3
0.0	21.5	29.0	24.9
18.5	20.4	28.9	24.3
24.6	19.5	28.9	24.7
18.3	12.6	28.4	24.8
0.0	19.2	28.5	24.3
1.8	17.5	28.4	24.2
0.5	18.9	28.9	24.4
4.8	12.7	28.6	24.7
0.0	21.5	28.7	24.3
0.0	21.4	28.7	24.0
0.2	23.1	28.8	23.7
0.0	22.2	29.0	23.6
1.5	19.2	29.2	24.6
0.2	19.8	29.2	24.9
2.5	16.9	29.0	24.5
22.6	18.3	28.9	23.8
9.1	13.1	28.5	24.3
6.9	22.2	28.8	24.5
2.0	16.9	28.4	24.8
0.0	17.2	29.5	24.9
0.0	21.7	29.7	25.1
0.2	18.7	29.0	24.7
7.8	18.6	28.3	24.3
9.9	11.7	27.6	24.6
8.6	17.0	28.3	24.8
0.8	21.2	28.7	24.4
0.0	21.9	29.2	24.4
0.0	21.8	29.0	24.2
1.0	22.1	28.8	23.9
56.9	15.5	28.7	23.9
1.0	17.2	28.5	24.7
0.0	20.2	29.2	24.6
0.0	21.6	29.2	24.2
0.0	23.1	29.2	23.9
0.5	22.7	29.6	24.3
1.0	21.7	29.8	24.9
8.1	19.8	29.3	25.0
5.6	11.8	28.5	24.8
10.9	16.6	28.6	24.7
27.7	19.5	27.4	24.8
0.5	16.7	28.5	25.1
0.0	22.3	28.3	24.5
0.2	21.1	28.6	23.7
0.2	14.1	28.6	23.9
0.0	19.1	28.8	25.0
2.5	14.7	28.6	24.9
0.2	14.7	27.8	25.0
8.1	13.9	27.0	24.9
0.0	20.0	29.4	25.0
9.1	13.8	28.8	24.8
17.3	18.4	29.3	24.5
1.3	16.6	28.6	24.9
19.8	18.6	29.2	25.2
18.0	14.1	28.3	24.8
31.0	13.8	27.2	24.2
7.9	15.4	27.1	24.7
0.7	15.8	26.3	24.1
12.7	15.6	27.4	23.9
3.5	15.7	28.4	24.6
23.4	10.4	27.2	25.0
25.0	13.2	27.7	24.6
13.5	20.1	27.4	24.5
1.0	17.6	28.4	24.3
0.5	22.7	29.3	24.9
6.6	18.4	28.6	24.9
8.6	7.2	27.3	25.0
7.4	14.0	26.4	24.7
5.3	17.0	26.2	24.0
19.6	19.5	27.5	23.7
1.3	16.1	26.0	23.9
20.6	10.3	26.7	24.4
15.0	13.7	27.2	24.5
4.1	13.3	27.7	24.3
0.8	18.9	28.6	24.8
1.3	19.8	26.9	24.2
6.9	14.6	28.1	24.0
19.6	13.1	26.8	24.4
7.9	14.5	27.6	24.2
1.0	25.3	27.8	24.4
0.0	21.8	27.8	23.9
9.6	15.8	27.1	24.2
40.4	18.7	25.7	23.7
24.4	16.5	27.9	23.5
15.2	15.5	27.5	23.9
0.0	21.8	28.6	24.6
0.0	21.2	28.2	24.6
0.0	21.5	28.4	24.4
1.3	16.8	28.1	24.3
11.2	14.0	28.2	24.4
0.2	16.2	27.9	24.5
0.2	16.9	27.8	24.7
8.1	18.3	28.6	24.5
0.0	19.2	28.0	24.4
0.8	21.7	28.5	24.5
4.8	19.7	28.1	24.5
45.2	14.7	26.4	24.8
0.5	18.2	28.1	24.7
22.4	15.2	26.8	24.4
7.9	19.8	27.5	24.1
1.0	21.2	28.4	24.0
13.2	17.2	28.6	25.0
56.1	15.4	27.6	25.3
0.2	19.9	27.6	25.1
20.6	11.5	27.0	24.4
14.5	19.4	27.8	24.0
3.3	19.1	28.1	24.3
8.1	17.1	27.3	23.9
39.1	17.5	29.1	24.5
30.2	17.6	28.6	24.4
0.8	20.2	27.8	24.9
0.0	22.3	28.4	24.8
7.1	16.3	27.5	25.1
10.4	12.3	27.0	24.5
0.0	21.2	28.3	24.5
0.0	14.5	28.0	24.7
10.9	17.4	28.2	24.4
0.0	17.0	27.1	24.2
0.0	19.1	28.1	24.9
5.3	21.1	29.0	24.7
101.8	15.5	26.5	23.9
26.7	16.5	28.2	23.0
0.0	18.5	26.4	24.1
21.8	7.0	26.4	23.7
0.0	23.3	28.9	23.5
6.9	21.3	29.0	23.9
0.0	23.1	29.0	24.6
0.0	19.8	30.1	25.0
9.6	17.8	28.4	25.0
0.0	20.7	27.7	24.6
0.0	19.0	27.7	24.6
0.0	20.7	29.5	25.4
4.8	18.3	28.2	25.2
2.5	20.2	28.6	24.9
0.5	20.5	29.2	25.0
2.3	16.9	27.6	25.4
0.0	18.7	28.2	25.2
0.0	15.5	28.6	24.7
0.0	23.4	29.4	24.2
0.0	19.2	28.8	25.0
5.3	22.1	28.8	24.7
0.0	20.3	28.5	24.7
0.0	23.9	28.9	24.7
0.0	18.0	28.5	25.0
0.0	17.9	27.7	25.1
0.0	21.5	29.6	25.1
0.0	22.2	28.0	24.9
0.0	16.8	28.2	24.3
0.0	21.9	29.3	24.5
0.0	22.8	29.3	24.8
0.0	21.4	29.9	24.5
0.0	21.8	29.6	24.8
0.0	22.8	29.9	24.8
0.0	21.9	29.6	25.3
0.0	25.8	29.8	25.0
0.0	22.7	30.2	24.4
0.0	20.8	29.8	24.9
0.0	21.0	28.9	25.1
1.8	20.6	29.1	24.5
10.2	19.1	29.1	24.1
0.0	15.0	26.8	24.2
23.4	19.8	27.8	24.0
0.0	20.5	29.5	24.5
0.0	20.1	28.5	24.8
0.0	16.8	27.7	24.5
0.0	15.1	27.6	24.3
8.1	11.9	26.4	24.3
15.0	14.6	27.6	24.0
8.1	15.8	28.6	25.1
0.0	18.3	28.5	24.6
24.4	20.6	31.0	24.3
0.0	20.0	28.5	24.1
0.0	20.6	29.1	24.9
0.8	22.8	29.8	24.6
0.0	22.9	30.2	25.2
0.0	19.0	30.1	25.4
3.8	14.1	28.1	25.0
0.0	18.8	29.3	25.1
4.6	17.1	28.5	24.7
7.9	17.6	28.4	25.0
0.0	21.4	28.9	25.4
3.8	19.7	29.1	25.0
0.0	23.4	29.1	24.6
4.6	21.2	29.2	24.5
7.9	19.7	28.4	25.0
0.0	17.6	29.1	24.9
0.0	20.6	29.0	23.9
0.0	20.6	29.0	24.7
0.0	21.4	28.5	25.5
0.0	21.9	29.5	24.9
2.8	17.5	28.7	24.9
8.6	18.2	28.4	25.5
1.3	21.4	28.9	25.4
0.0	20.1	29.4	25.4
6.4	18.8	29.2	25.6
0.0	15.6	28.9	25.1
0.0	19.4	29.0	24.8
0.0	22.5	29.7	24.8
0.0	21.1	29.6	24.9
0.0	20.3	29.0	25.6
6.1	15.7	28.9	25.5
0.0	17.2	28.7	25.7
0.0	18.2	28.0	25.1
0.0	20.3	29.3	24.7
0.0	18.9	29.3	25.4
0.0	21.8	29.7	25.8
0.0	17.9	29.3	25.5
23.1	14.6	28.9	25.6
0.0	18.9	29.0	25.4
0.0	16.7	29.3	25.3
3.0	14.8	29.2	25.0
0.0	21.1	28.2	25.4
0.0	19.8	28.6	25.2
0.0	18.8	29.7	25.6
0.0	18.9	29.6	25.6
0.0	19.8	30.1	25.1
0.0	19.7	29.9	24.1
4.3	11.1	28.9	24.7
4.8	17.4	28.5	24.8
0.0	15.7	28.8	24.3
0.0	17.8	28.6	23.6
0.0	20.7	28.7	22.8
0.0	17.5	28.7	24.3
0.0	18.8	29.1	25.1
1.5	20.7	28.9	25.0
0.0	18.4	28.8	25.1
0.0	19.3	29.1	25.2
0.0	15.2	28.8	25.3
13.7	12.1	28.3	25.6
5.6	18.9	28.3	25.5
0.0	20.3	29.1	25.2
8.6	19.0	28.1	24.8
2.8	18.5	28.8	24.4
0.0	19.3	29.7	25.2
0.0	17.2	29.8	25.8
0.0	17.9	28.9	25.6
14.2	18.3	28.9	25.6
0.0	17.7	28.8	25.5
2.5	14.8	28.6	25.6
17.3	15.0	28.2	25.3
8.6	14.2	27.7	25.4
4.8	16.6	28.0	25.1
19.0	15.0	28.2	24.9
18.5	15.5	28.2	24.7
40.0	10.7	27.6	24.4
0.0	19.3	27.9	24.1
4.1	18.0	27.6	24.0
4.8	17.9	27.6	23.5
6.4	18.9	27.4	23.6
48.3	13.6	26.6	24.5
3.3	12.9	27.0	24.1
28.7	15.5	27.8	24.0
38.1	13.7	27.2	24.5
8.1	9.7	25.9	24.4
12.7	11.4	27.6	24.4
2.5	17.5	28.3	24.9
3.8	18.5	27.8	24.4
0.0	19.3	27.7	24.2
22.4	20.7	27.5	24.1
72.6	16.6	27.4	24.2
15.0	17.7	27.3	24.0
15.0	15.8	27.1	23.9
63.8	17.1	27.7	24.3
6.6	14.4	27.3	24.6
8.6	17.2	27.3	24.5
46.2	14.3	26.3	24.2
22.4	13.7	27.1	24.0
15.2	16.6	27.4	24.1
7.1	14.0	27.6	24.4
15.0	10.6	26.8	23.9
0.0	16.2	26.5	23.2
29.0	14.9	26.3	22.9
35.3	11.6	26.1	23.3
3.6	18.4	26.6	23.2
8.6	16.7	26.5	22.8
17.3	17.8	26.8	23.3
29.5	15.4	27.7	24.0
1.0	18.6	27.3	24.3
0.0	21.7	28.0	24.4
0.0	22.0	27.9	24.4
4.6	21.7	27.7	24.2
14.5	17.5	27.2	24.0
0.0	14.0	27.3	23.8
2.5	16.3	27.5	24.0
4.6	13.2	27.3	24.1
15.8	12.3	26.9	23.7
1.8	12.8	26.7	23.5
88.6	4.3	26.6	23.7
26.9	8.4	26.7	24.0
14.0	8.6	26.4	24.2
1.5	14.1	27.4	24.0
4.8	18.2	27.4	24.2
3.0	19.7	27.4	24.0
0.0	19.0	27.3	23.7
0.0	20.3	27.3	23.6
0.0	20.3	26.9	23.1
3.8	20.3	27.3	22.8
0.0	23.5	26.9	22.2
0.0	20.0	27.3	22.3
14.0	20.5	27.2	23.4
6.9	20.8	26.8	23.1
11.2	18.3	26.5	22.9
5.6	16.6	26.6	22.8
1.3	16.8	27.0	23.0
9.1	20.4	26.9	23.7
0.8	22.6	27.1	23.1
6.6	19.1	27.0	22.9
111.8	12.7	26.4	23.4
38.1	9.6	26.9	23.6
8.6	6.3	26.6	24.0
0.0	21.1	27.8	23.9
0.0	21.1	27.9	23.4
0.0	20.1	27.2	22.8
0.0	19.8	28.0	23.2
2.3	21.6	28.0	22.9
0.0	19.2	27.9	23.7
0.0	18.7	28.2	23.8
0.0	17.0	28.5	24.4
0.0	21.8	28.4	24.3
0.0	19.2	28.5	24.1
0.0	20.3	28.2	24.3
0.0	22.3	27.7	24.4
0.0	22.4	28.0	24.1
0.0	22.0	27.8	23.2
0.5	22.8	28.4	22.8
10.4	18.6	28.2	23.4
6.9	10.4	27.1	23.9
2.0	8.0	27.6	24.3
0.0	20.1	28.3	24.0
0.0	20.6	27.4	23.8
0.0	19.3	27.4	23.6
0.0	19.2	26.9	23.4
0.0	18.1	27.2	23.3
0.0	21.4	27.4	23.3
6.9	16.0	27.6	23.5
0.0	20.2	28.0	22.8
0.0	18.8	28.0	23.0
17.3	17.4	27.9	23.3
7.1	18.5	28.0	23.7
8.4	13.8	26.8	24.2
24.1	19.0	28.3	23.9
14.5	4.5	27.7	23.9
1.0	15.3	26.3	23.7
2.8	14.5	26.7	23.9
0.0	18.2	28.0	24.2
0.0	23.5	28.1	23.9
3.8	22.9	28.0	24.1
0.0	22.0	28.3	23.4
0.0	21.0	28.0	22.8
0.0	23.4	28.2	22.9
19.8	19.5	28.0	23.6
7.1	20.1	27.8	24.4
30.7	18.4	27.9	24.3
16.8	10.7	26.4	24.4
7.9	20.2	28.4	24.3
1.5	18.7	28.4	23.5
24.4	19.1	27.4	23.6
4.8	18.3	27.3	23.5
20.6	6.9	27.1	23.8
41.1	8.0	26.2	24.0
0.0	16.6	28.2	24.2
0.0	20.6	28.6	24.4
1.3	6.7	27.7	24.4
3.8	13.6	27.3	24.1
7.4	15.7	27.6	24.0
1.0	18.1	27.0	23.8
4.6	15.4	27.6	23.9
2.8	16.6	27.7	23.8
8.9	15.9	27.5	23.7
22.4	9.5	27.0	23.9
0.0	20.0	27.9	24.2
2.3	13.1	28.2	24.4
11.7	16.6	28.1	24.4
3.8	17.4	28.0	24.2
0.0	19.4	27.9	23.9
0.0	19.9	28.1	24.2
13.7	18.9	27.8	24.2
0.0	19.5	28.4	23.9
3.6	17.1	28.4	24.4
0.0	19.0	28.6	24.1
9.4	14.4	28.2	24.4
0.0	21.2	27.9	24.6
6.1	19.7	28.8	24.8
3.3	19.1	28.7	24.8
0.0	16.6	29.1	24.2
30.2	12.7	26.2	24.1
87.1	7.4	26.0	24.4
22.6	14.3	27.3	24.6
8.1	12.5	26.4	24.7
6.9	18.0	27.3	24.8
3.3	21.0	27.8	24.6
9.7	13.6	27.2	24.5
3.3	17.2	27.2	24.9
0.8	13.3	27.3	24.6
1.5	18.7	28.1	24.1
0.3	17.3	28.0	24.5
22.6	3.9	27.1	24.5
6.9	14.3	28.0	24.5
17.0	18.9	26.8	24.9
21.3	11.9	27.0	24.9
1.0	19.6	27.6	24.9
40.4	10.4	27.1	25.0
5.3	16.1	27.8	24.6
